qf_supplier_id,qf_supplier_site_id,qf_supplier_name,qf_supplier_site_name,qf_supplier_site_valid_audit_count,qf_supplier_site_has_valid_audit,qf_supplier_site_audited_quality_types,qf_supplier_site_first_audit_booked,qf_supplier_site_last_expiration,qf_supplier_site_audited_requested_api,qf_supplier_site_audited_requested_product,qf_is_audit_valid
56,135,Clariant,Clariant Produkte (Deutschland) GmbH,2,true,"GMP_API, GMP_EXCIPIENTS, ISO_9001",2019-10-18,2026-02-28,,peg-20000,false
56,135,Clariant,Clariant Produkte (Deutschland) GmbH,2,true,"GMP_API, GMP_EXCIPIENTS, ISO_9001",2019-10-18,2026-02-28,,"polyethylene glycol 3350 emprove – expert ph eur, jp",true
56,136,Clariant,"Clariant Ibérica Producción, S.A.",1,true,GMP_EXCIPIENTS,2023-06-21,2026-11-27,,motusflex hv; motusflex lv; motusflex mf; vitipure co 35; vitipure co 35 lex; vitipure hco 40; vitipure hco 40 lex; vitipure l 20; vitipure l 20 lex; vitipure o 80; vitipure o 80 lex; vitipure p 188,true
57,137,Cohance Lifesciences,Cohance Lifesciences - Site Jaggaiahpet,3,true,GMP_API,2020-08-25,2026-11-08,,mebeverine hydrochloride,false
57,137,Cohance Lifesciences,Cohance Lifesciences - Site Jaggaiahpet,3,true,GMP_API,2020-08-25,2026-11-08,,drotaverine hcl,false
57,137,Cohance Lifesciences,Cohance Lifesciences - Site Jaggaiahpet,3,true,GMP_API,2020-08-25,2026-11-08,,doxazosin,false
57,137,Cohance Lifesciences,Cohance Lifesciences - Site Jaggaiahpet,3,true,GMP_API,2020-08-25,2026-11-08,,lamotrigin,false
57,137,Cohance Lifesciences,Cohance Lifesciences - Site Jaggaiahpet,3,true,GMP_API,2020-08-25,2026-11-08,,midazolam ph.eur,true
57,137,Cohance Lifesciences,Cohance Lifesciences - Site Jaggaiahpet,3,true,GMP_API,2020-08-25,2026-11-08,,"lamotrigin (41208601), lamotrigin rough (50012074), tamsulosin hydrochloride",true
57,137,Cohance Lifesciences,Cohance Lifesciences - Site Jaggaiahpet,3,true,GMP_API,2020-08-25,2026-11-08,,tapentadol phosphate,true
57,137,Cohance Lifesciences,Cohance Lifesciences - Site Jaggaiahpet,3,true,GMP_API,2020-08-25,2026-11-08,,midazolam-base,false
57,137,Cohance Lifesciences,Cohance Lifesciences - Site Jaggaiahpet,3,true,GMP_API,2020-08-25,2026-11-08,,"midazolam, tamsulosin, lamotrigine, dipyridamole",true
57,137,Cohance Lifesciences,Cohance Lifesciences - Site Jaggaiahpet,3,true,GMP_API,2020-08-25,2026-11-08,,lamotrigine,true
57,137,Cohance Lifesciences,Cohance Lifesciences - Site Jaggaiahpet,3,true,GMP_API,2020-08-25,2026-11-08,,tamsulosin hcl sr pellets 0.12 % w/w,false
57,137,Cohance Lifesciences,Cohance Lifesciences - Site Jaggaiahpet,3,true,GMP_API,2020-08-25,2026-11-08,,mebeverine,false
57,137,Cohance Lifesciences,Cohance Lifesciences - Site Jaggaiahpet,3,true,GMP_API,2020-08-25,2026-11-08,,"lamotrigin, tamsulosin",true
57,137,Cohance Lifesciences,Cohance Lifesciences - Site Jaggaiahpet,3,true,GMP_API,2020-08-25,2026-11-08,,dipyridamole,true
57,137,Cohance Lifesciences,Cohance Lifesciences - Site Jaggaiahpet,3,true,GMP_API,2020-08-25,2026-11-08,,"lamotrigin,tamsulosin",false
57,137,Cohance Lifesciences,Cohance Lifesciences - Site Jaggaiahpet,3,true,GMP_API,2020-08-25,2026-11-08,,midazolam paper audit,false
57,137,Cohance Lifesciences,Cohance Lifesciences - Site Jaggaiahpet,3,true,GMP_API,2020-08-25,2026-11-08,,tamsulosin hcl ,false
57,137,Cohance Lifesciences,Cohance Lifesciences - Site Jaggaiahpet,3,true,GMP_API,2020-08-25,2026-11-08,,midazolam (cep 2010 - 141 ),false
57,137,Cohance Lifesciences,Cohance Lifesciences - Site Jaggaiahpet,3,true,GMP_API,2020-08-25,2026-11-08,,tamsulosin,true
57,137,Cohance Lifesciences,Cohance Lifesciences - Site Jaggaiahpet,3,true,GMP_API,2020-08-25,2026-11-08,,midazolam base,true
57,137,Cohance Lifesciences,Cohance Lifesciences - Site Jaggaiahpet,3,true,GMP_API,2020-08-25,2026-11-08,,dantron,true
57,137,Cohance Lifesciences,Cohance Lifesciences - Site Jaggaiahpet,3,true,GMP_API,2020-08-25,2026-11-08,,mebeverine hcl,false
57,137,Cohance Lifesciences,Cohance Lifesciences - Site Jaggaiahpet,3,true,GMP_API,2020-08-25,2026-11-08,,midazolam hydrochlorid (cep),false
57,137,Cohance Lifesciences,Cohance Lifesciences - Site Jaggaiahpet,3,true,GMP_API,2020-08-25,2026-11-08,,"midazolam, tpt",false
57,137,Cohance Lifesciences,Cohance Lifesciences - Site Jaggaiahpet,3,true,GMP_API,2020-08-25,2026-11-08,,midazolam,true
57,137,Cohance Lifesciences,Cohance Lifesciences - Site Jaggaiahpet,3,true,GMP_API,2020-08-25,2026-11-08,,lamotrigin - existing audit report extension,true
57,137,Cohance Lifesciences,Cohance Lifesciences - Site Jaggaiahpet,3,true,GMP_API,2020-08-25,2026-11-08,,entacapone,true
57,138,Cohance Lifesciences,Cohance Lifesciences - Site Ankleshwar,2,true,GMP_API,2021-10-13,2027-12-11,,betahistine,false
57,138,Cohance Lifesciences,Cohance Lifesciences - Site Ankleshwar,2,true,GMP_API,2021-10-13,2027-12-11,,levomepromazine maleate,true
57,138,Cohance Lifesciences,Cohance Lifesciences - Site Ankleshwar,2,true,GMP_API,2021-10-13,2027-12-11,,quetiapine,true
57,138,Cohance Lifesciences,Cohance Lifesciences - Site Ankleshwar,2,true,GMP_API,2021-10-13,2027-12-11,,"methylphenidate hcl, quetiapine, levomepromazine maleate, rivaroxaban",true
57,138,Cohance Lifesciences,Cohance Lifesciences - Site Ankleshwar,2,true,GMP_API,2021-10-13,2027-12-11,,methylphenidate hcl,true
57,138,Cohance Lifesciences,Cohance Lifesciences - Site Ankleshwar,2,true,GMP_API,2021-10-13,2027-12-11,,fluvoxamine maleate,true
57,138,Cohance Lifesciences,Cohance Lifesciences - Site Ankleshwar,2,true,GMP_API,2021-10-13,2027-12-11,,rivaroxaban,true
57,138,Cohance Lifesciences,Cohance Lifesciences - Site Ankleshwar,2,true,GMP_API,2021-10-13,2027-12-11,,alfentanil,false
57,138,Cohance Lifesciences,Cohance Lifesciences - Site Ankleshwar,2,true,GMP_API,2021-10-13,2027-12-11,,quetiapine fumarate,true
57,138,Cohance Lifesciences,Cohance Lifesciences - Site Ankleshwar,2,true,GMP_API,2021-10-13,2027-12-11,,"zonisamide, memantine",true
57,138,Cohance Lifesciences,Cohance Lifesciences - Site Ankleshwar,2,true,GMP_API,2021-10-13,2027-12-11,,fluvoxamine,true
57,138,Cohance Lifesciences,Cohance Lifesciences - Site Ankleshwar,2,true,GMP_API,2021-10-13,2027-12-11,,"fluvoxamine maleate, methylphenidate",true
57,139,Cohance Lifesciences,Cohance Lifesciences - Site Hyderabad,1,true,GMP_FDF,2023-06-22,2026-10-12,,"tadalafil tabs, sitagliptin fc tabs, sitagliptin/metformin fc tabs",true
58,140,Constantia Flexibles,Constantia Fromm GmbH,3,true,GMP_PACKAGING,2021-01-28,2028-02-19,,various aluminium foils,true
58,140,Constantia Flexibles,Constantia Fromm GmbH,3,true,GMP_PACKAGING,2021-01-28,2028-02-19,,"aluminium foil,coldform foil ",false
58,140,Constantia Flexibles,Constantia Fromm GmbH,3,true,GMP_PACKAGING,2021-01-28,2028-02-19,,aluminium foil,true
58,140,Constantia Flexibles,Constantia Fromm GmbH,3,true,GMP_PACKAGING,2021-01-28,2028-02-19,,al-folien,true
58,140,Constantia Flexibles,Constantia Fromm GmbH,3,true,GMP_PACKAGING,2021-01-28,2028-02-19,,packaging,false
58,140,Constantia Flexibles,Constantia Fromm GmbH,3,true,GMP_PACKAGING,2021-01-28,2028-02-19,,film et complexe aluminium,false
58,140,Constantia Flexibles,Constantia Fromm GmbH,3,true,GMP_PACKAGING,2021-01-28,2028-02-19,,aluminum blister foil,true
58,140,Constantia Flexibles,Constantia Fromm GmbH,3,true,GMP_PACKAGING,2021-01-28,2028-02-19,,"onsite re-audit: aluminum foil, coldform foil",false
58,140,Constantia Flexibles,Constantia Fromm GmbH,3,true,GMP_PACKAGING,2021-01-28,2028-02-19,,foil,false
58,140,Constantia Flexibles,Constantia Fromm GmbH,3,true,GMP_PACKAGING,2021-01-28,2028-02-19,,printed aluminium,true
58,140,Constantia Flexibles,Constantia Fromm GmbH,3,true,GMP_PACKAGING,2021-01-28,2028-02-19,,printed aluminum laminate,true
58,140,Constantia Flexibles,Constantia Fromm GmbH,3,true,GMP_PACKAGING,2021-01-28,2028-02-19,,printed aluminum foil,true
58,140,Constantia Flexibles,Constantia Fromm GmbH,3,true,GMP_PACKAGING,2021-01-28,2028-02-19,,aluminum foil,true
58,140,Constantia Flexibles,Constantia Fromm GmbH,3,true,GMP_PACKAGING,2021-01-28,2028-02-19,,"crystallized ascorbic acid, ascorbic acid type ec coated, dexpanthenol, calcium panthotenate",false
58,141,Constantia Flexibles,Constantia Louvain Sprl,2,true,GMP_PACKAGING,2022-04-25,2028-06-10,,blisterfolie alu,true
58,141,Constantia Flexibles,Constantia Louvain Sprl,2,true,GMP_PACKAGING,2022-04-25,2028-06-10,,"blisterfolie alu, aluminium, printed blister foil, blister foil , aluminuim, aluminium foils (printing of aluminium foils)",true
58,141,Constantia Flexibles,Constantia Louvain Sprl,2,true,GMP_PACKAGING,2022-04-25,2028-06-10,,printed blister foil,true
58,141,Constantia Flexibles,Constantia Louvain Sprl,2,true,GMP_PACKAGING,2022-04-25,2028-06-10,,aluminium,true
58,141,Constantia Flexibles,Constantia Louvain Sprl,2,true,GMP_PACKAGING,2022-04-25,2028-06-10,,"alu-foil 42190_alu_h20_printed, patz 42190/alu-h25 dull uv-printed",true
58,141,Constantia Flexibles,Constantia Louvain Sprl,2,true,GMP_PACKAGING,2022-04-25,2028-06-10,,blister foil ,true
58,141,Constantia Flexibles,Constantia Louvain Sprl,2,true,GMP_PACKAGING,2022-04-25,2028-06-10,,aluminuim,true
58,141,Constantia Flexibles,Constantia Louvain Sprl,2,true,GMP_PACKAGING,2022-04-25,2028-06-10,,aluminium foil,false
58,141,Constantia Flexibles,Constantia Louvain Sprl,2,true,GMP_PACKAGING,2022-04-25,2028-06-10,,aluminium foils (printing of aluminium foils),true
58,142,Constantia Flexibles,Constantia Sittingbourne Limited,2,true,GMP_PACKAGING,2024-02-08,2027-07-22,,"foil, paper, laminate paper",true
58,142,Constantia Flexibles,Constantia Sittingbourne Limited,2,true,GMP_PACKAGING,2024-02-08,2027-07-22,,aluminium foil,true
58,142,Constantia Flexibles,Constantia Sittingbourne Limited,2,true,GMP_PACKAGING,2024-02-08,2027-07-22,,foil for quiet night,false
58,142,Constantia Flexibles,Constantia Sittingbourne Limited,2,true,GMP_PACKAGING,2024-02-08,2027-07-22,,ai foil ,true
58,142,Constantia Flexibles,Constantia Sittingbourne Limited,2,true,GMP_PACKAGING,2024-02-08,2027-07-22,,"prodeconium
 bromide",false
58,142,Constantia Flexibles,Constantia Sittingbourne Limited,2,true,GMP_PACKAGING,2024-02-08,2027-07-22,,primary packaging materials,true
58,142,Constantia Flexibles,Constantia Sittingbourne Limited,2,true,GMP_PACKAGING,2024-02-08,2027-07-22,,"alu norlevo 1,5 mg 220 mm hra japan 5033112,alu foil patz 42170- alu-h 20dull 2 side printed,alu foil patz 42170- alu-h 20dull one side printed,alu foil patz 42170- alu-h 20dull 2 side printed with overlacque",true
58,143,Constantia Flexibles,Constantia Patz GmbH,3,true,GMP_PACKAGING,2021-01-20,2028-10-30,,alu foil + laminate,true
58,143,Constantia Flexibles,Constantia Patz GmbH,3,true,GMP_PACKAGING,2021-01-20,2028-10-30,,aluminium foil  (opa),true
58,143,Constantia Flexibles,Constantia Patz GmbH,3,true,GMP_PACKAGING,2021-01-20,2028-10-30,,primary packaging material– aluminium foil unprinted,true
58,143,Constantia Flexibles,Constantia Patz GmbH,3,true,GMP_PACKAGING,2021-01-20,2028-10-30,,aluminium foil,true
58,143,Constantia Flexibles,Constantia Patz GmbH,3,true,GMP_PACKAGING,2021-01-20,2028-10-30,,patz 47436/pet 23/alu 20/pe 50 dull,false
58,143,Constantia Flexibles,Constantia Patz GmbH,3,true,GMP_PACKAGING,2021-01-20,2028-10-30,,aluminium foil -1549 42173 - unprinted,true
58,143,Constantia Flexibles,Constantia Patz GmbH,3,true,GMP_PACKAGING,2021-01-20,2028-10-30,,aluminiumfolien für blister,true
58,143,Constantia Flexibles,Constantia Patz GmbH,3,true,GMP_PACKAGING,2021-01-20,2028-10-30,,primary packaging,false
58,143,Constantia Flexibles,Constantia Patz GmbH,3,true,GMP_PACKAGING,2021-01-20,2028-10-30,,anonymous film opa 25 microns+annealed aluminum 45 microns+pvc 60 microns,true
58,143,Constantia Flexibles,Constantia Patz GmbH,3,true,GMP_PACKAGING,2021-01-20,2028-10-30,,foils including pvc duplex and triplex foils,true
58,143,Constantia Flexibles,Constantia Patz GmbH,3,true,GMP_PACKAGING,2021-01-20,2028-10-30,,foil,true
58,143,Constantia Flexibles,Constantia Patz GmbH,3,true,GMP_PACKAGING,2021-01-20,2028-10-30,,aluminum / ac printed,true
58,143,Constantia Flexibles,Constantia Patz GmbH,3,true,GMP_PACKAGING,2021-01-20,2028-10-30,,"packaging container/closure components, aluminum foil related product (unprinted)",true
58,143,Constantia Flexibles,Constantia Patz GmbH,3,true,GMP_PACKAGING,2021-01-20,2028-10-30,,laminated foil,true
58,143,Constantia Flexibles,Constantia Patz GmbH,3,true,GMP_PACKAGING,2021-01-20,2028-10-30,,"aluminum foil, e.g. alu 20my, hard, smooth, matt side painted in color (pet base), shiny side hs varnish for sealing against pp (3.5g)",true
58,143,Constantia Flexibles,Constantia Patz GmbH,3,true,GMP_PACKAGING,2021-01-20,2028-10-30,,aluminum foil for blisters,true
58,143,Constantia Flexibles,Constantia Patz GmbH,3,true,GMP_PACKAGING,2021-01-20,2028-10-30,,"alu-alu,aluminium foil",false
58,143,Constantia Flexibles,Constantia Patz GmbH,3,true,GMP_PACKAGING,2021-01-20,2028-10-30,,neutral aluminum foil 25mic l160,true
58,143,Constantia Flexibles,Constantia Patz GmbH,3,true,GMP_PACKAGING,2021-01-20,2028-10-30,,aluminum foil,true
58,143,Constantia Flexibles,Constantia Patz GmbH,3,true,GMP_PACKAGING,2021-01-20,2028-10-30,,alu foil; opa/alu/pvc,true
58,143,Constantia Flexibles,Constantia Patz GmbH,3,true,GMP_PACKAGING,2021-01-20,2028-10-30,, printed aluminum foil,true
58,143,Constantia Flexibles,Constantia Patz GmbH,3,true,GMP_PACKAGING,2021-01-20,2028-10-30,,aluminium foils,true
58,143,Constantia Flexibles,Constantia Patz GmbH,3,true,GMP_PACKAGING,2021-01-20,2028-10-30,,"aluminium foils: opa/alu/pvc (25/45/60); pet/alu/hs lack-folie (23/20/7); alu 20 a. matt, i. gold pet(a)-l",true
58,143,Constantia Flexibles,Constantia Patz GmbH,3,true,GMP_PACKAGING,2021-01-20,2028-10-30,,complexes / aluminium,false
58,143,Constantia Flexibles,Constantia Patz GmbH,3,true,GMP_PACKAGING,2021-01-20,2028-10-30,,printed aluminium foil 280 mm and 188 mm for different finished medicinal products,true
58,143,Constantia Flexibles,Constantia Patz GmbH,3,true,GMP_PACKAGING,2021-01-20,2028-10-30,,primary packaging material,false
58,143,Constantia Flexibles,Constantia Patz GmbH,3,true,GMP_PACKAGING,2021-01-20,2028-10-30,,printed aluminium,true
58,143,Constantia Flexibles,Constantia Patz GmbH,3,true,GMP_PACKAGING,2021-01-20,2028-10-30,,"ppm, al foil, opa / al / pvc foil",true
58,143,Constantia Flexibles,Constantia Patz GmbH,3,true,GMP_PACKAGING,2021-01-20,2028-10-30,,blister lidding foils - opa,false
58,143,Constantia Flexibles,Constantia Patz GmbH,3,true,GMP_PACKAGING,2021-01-20,2028-10-30,,"patz 42190/alu-h 20 dull – unprinted: aluminium lidding foil sealable to pvc and pvdc-coated pvc , patz 497/25-45-60 coldform – unprinted: cold-formable aluminium bottom foil for “alu-alu” blister",true
58,143,Constantia Flexibles,Constantia Patz GmbH,3,true,GMP_PACKAGING,2021-01-20,2028-10-30,,"alu foil, patz 42190/alu-h 20dull",true
58,143,Constantia Flexibles,Constantia Patz GmbH,3,true,GMP_PACKAGING,2021-01-20,2028-10-30,,""" alu foil (short number - unprinted, long number - product specific printed)""",true
58,144,Constantia Flexibles,Constantia Pirk GmbH & Co. KG,1,true,"GMP_PACKAGING, GMP_API",2023-02-01,2026-09-12,,blister foil alu (5st3805),true
58,144,Constantia Flexibles,Constantia Pirk GmbH & Co. KG,1,true,"GMP_PACKAGING, GMP_API",2023-02-01,2026-09-12,,"lidding foil ,peel-push, ref no. 0611 ",true
58,144,Constantia Flexibles,Constantia Pirk GmbH & Co. KG,1,true,"GMP_PACKAGING, GMP_API",2023-02-01,2026-09-12,,non-printed aluminum foil,true
58,144,Constantia Flexibles,Constantia Pirk GmbH & Co. KG,1,true,"GMP_PACKAGING, GMP_API",2023-02-01,2026-09-12,,al20h/m pvc/260 (3227004) article 29102 al foil coldform opa25/al147/pvc60/109,true
58,144,Constantia Flexibles,Constantia Pirk GmbH & Co. KG,1,true,"GMP_PACKAGING, GMP_API",2023-02-01,2026-09-12,,"alu foil unprinted csat for pp 188mm (122464), aluminium foil (156176, 165432, 165433)",true
58,144,Constantia Flexibles,Constantia Pirk GmbH & Co. KG,1,true,"GMP_PACKAGING, GMP_API",2023-02-01,2026-09-12,,"venus cf 45, unprinted foil (1937), aluminium lidding foil unprinted foil 20µm 120mm wide, unprinted lidding foil 25 µm, 147mm",true
58,144,Constantia Flexibles,Constantia Pirk GmbH & Co. KG,1,true,"GMP_PACKAGING, GMP_API",2023-02-01,2026-09-12,,aluminum,false
58,144,Constantia Flexibles,Constantia Pirk GmbH & Co. KG,1,true,"GMP_PACKAGING, GMP_API",2023-02-01,2026-09-12,,film et complexe aluminium,false
58,144,Constantia Flexibles,Constantia Pirk GmbH & Co. KG,1,true,"GMP_PACKAGING, GMP_API",2023-02-01,2026-09-12,,aluminium foil,true
58,144,Constantia Flexibles,Constantia Pirk GmbH & Co. KG,1,true,"GMP_PACKAGING, GMP_API",2023-02-01,2026-09-12,,blisterfolie alu,false
58,144,Constantia Flexibles,Constantia Pirk GmbH & Co. KG,1,true,"GMP_PACKAGING, GMP_API",2023-02-01,2026-09-12,,aluminium,true
58,144,Constantia Flexibles,Constantia Pirk GmbH & Co. KG,1,true,"GMP_PACKAGING, GMP_API",2023-02-01,2026-09-12,,packaging ,false
58,144,Constantia Flexibles,Constantia Pirk GmbH & Co. KG,1,true,"GMP_PACKAGING, GMP_API",2023-02-01,2026-09-12,,"prodeconium
 bromide",false
58,144,Constantia Flexibles,Constantia Pirk GmbH & Co. KG,1,true,"GMP_PACKAGING, GMP_API",2023-02-01,2026-09-12,,lidding foil (pp/adhesive/printing ink/pet),true
58,144,Constantia Flexibles,Constantia Pirk GmbH & Co. KG,1,true,"GMP_PACKAGING, GMP_API",2023-02-01,2026-09-12,,rigid pvc film pentapharm ph-m570s01,false
58,144,Constantia Flexibles,Constantia Pirk GmbH & Co. KG,1,true,"GMP_PACKAGING, GMP_API",2023-02-01,2026-09-12,,unprinted aluminium foil; aluminium compound blister foil,true
58,144,Constantia Flexibles,Constantia Pirk GmbH & Co. KG,1,true,"GMP_PACKAGING, GMP_API",2023-02-01,2026-09-12,,ai foil ,true
58,145,Constantia Flexibles,Constantia Tobepal S.L.,1,true,GMP_PACKAGING,2023-06-01,2026-09-27,,printed trilayer aluminium,true
58,145,Constantia Flexibles,Constantia Tobepal S.L.,1,true,GMP_PACKAGING,2023-06-01,2026-09-27,,alveolar aluminum tape (pa25+foil45+pvc60),true
58,145,Constantia Flexibles,Constantia Tobepal S.L.,1,true,GMP_PACKAGING,2023-06-01,2026-09-27,,aluminium foil,true
58,145,Constantia Flexibles,Constantia Tobepal S.L.,1,true,GMP_PACKAGING,2023-06-01,2026-09-27,,aluminium complex pet/pe reels opa-alu-pvc,true
58,145,Constantia Flexibles,Constantia Tobepal S.L.,1,true,GMP_PACKAGING,2023-06-01,2026-09-27,,"aluminium desiccant and covering, stick complex",true
58,146,Constantia Flexibles,Constantia San Prospero Srl,2,true,GMP_PACKAGING,2021-05-27,2027-03-12,,aluminum and complex aluminum,false
58,146,Constantia Flexibles,Constantia San Prospero Srl,2,true,GMP_PACKAGING,2021-05-27,2027-03-12,,primary packaging,false
58,146,Constantia Flexibles,Constantia San Prospero Srl,2,true,GMP_PACKAGING,2021-05-27,2027-03-12,,aluminum for blisters,false
58,146,Constantia Flexibles,Constantia San Prospero Srl,2,true,GMP_PACKAGING,2021-05-27,2027-03-12,,"pvc/pvdc/pe-folie predsol supp., 56 mm, unsere materialnummer 555632; pvc/pvdc/pe-folie arilin ex14, 56 mm, unsere materialnummer 555603; pvc/pvdc/pe-folie arilin bt, 56 mm, unsere materialnummer 555710",true
58,146,Constantia Flexibles,Constantia San Prospero Srl,2,true,GMP_PACKAGING,2021-05-27,2027-03-12,,plastic foil,true
58,146,Constantia Flexibles,Constantia San Prospero Srl,2,true,GMP_PACKAGING,2021-05-27,2027-03-12,,"aluminium for blisters, printed",true
58,146,Constantia Flexibles,Constantia San Prospero Srl,2,true,GMP_PACKAGING,2021-05-27,2027-03-12,,printed aluminum foil,true
58,146,Constantia Flexibles,Constantia San Prospero Srl,2,true,GMP_PACKAGING,2021-05-27,2027-03-12,,film et complexe aluminium,false
58,146,Constantia Flexibles,Constantia San Prospero Srl,2,true,GMP_PACKAGING,2021-05-27,2027-03-12,,aluminium for blisters,true
58,146,Constantia Flexibles,Constantia San Prospero Srl,2,true,GMP_PACKAGING,2021-05-27,2027-03-12,,"foil, plastic",true
58,147,Constantia Flexibles,Constantia Blythewood LLC,1,true,GMP_PACKAGING,2024-12-16,2028-05-20,,aluminum foil,true
58,148,Constantia Flexibles,Constantia Tobepal S.L.,2,true,GMP_PACKAGING,2022-09-14,2028-05-22,,aluminium foil,true
58,148,Constantia Flexibles,Constantia Tobepal S.L.,2,true,GMP_PACKAGING,2022-09-14,2028-05-22,,aluminium desiccant and covering,true
58,148,Constantia Flexibles,Constantia Tobepal S.L.,2,true,GMP_PACKAGING,2022-09-14,2028-05-22,,"stick pack foils, gmp packaging, aluminium foil, plain aluminium laminate, aluminium complex, aluminium desiccant and covering",true
58,148,Constantia Flexibles,Constantia Tobepal S.L.,2,true,GMP_PACKAGING,2022-09-14,2028-05-22,,"plain aluminium laminate, ",true
58,148,Constantia Flexibles,Constantia Tobepal S.L.,2,true,GMP_PACKAGING,2022-09-14,2028-05-22,,aluminium complex,true
58,148,Constantia Flexibles,Constantia Tobepal S.L.,2,true,GMP_PACKAGING,2022-09-14,2028-05-22,,gmp packaging,true
58,148,Constantia Flexibles,Constantia Tobepal S.L.,2,true,GMP_PACKAGING,2022-09-14,2028-05-22,,"alu-foil 42190_alu_h20_printed, patz 42190/alu-h25 dull uv-printed",false
58,148,Constantia Flexibles,Constantia Tobepal S.L.,2,true,GMP_PACKAGING,2022-09-14,2028-05-22,,stick pack foils,true
58,148,Constantia Flexibles,Constantia Tobepal S.L.,2,true,GMP_PACKAGING,2022-09-14,2028-05-22,,coated paper 40 gsm/ extr.pe 12 gsm/alu 9 my/ extr.pe 25 gsm; product contact layer: extr.pe type of package/application: aluminium sachet foil sealing to itsel,true
59,149,Croda International,Croda Singapore,1,true,GMP_EXCIPIENTS,2023-07-21,2026-10-19,,polawax gp 200 and sp myrj s40 mbal-pa-(sg) (supplier name) / polyoxyl 40 stearate,true
59,149,Croda International,Croda Singapore,1,true,GMP_EXCIPIENTS,2023-07-21,2026-10-19,,sp brij l4 mal-lq-(sg),false
59,149,Croda International,Croda Singapore,1,true,GMP_EXCIPIENTS,2023-07-21,2026-10-19,,tween 80 pharma lq,false
59,149,Croda International,Croda Singapore,1,true,GMP_EXCIPIENTS,2023-07-21,2026-10-19,,polawax gp 200,false
59,149,Croda International,Croda Singapore,1,true,GMP_EXCIPIENTS,2023-07-21,2026-10-19,,glycerol monostearate,false
59,150,Croda International,Croda Japan,1,true,GMP_EXCIPIENTS,2024-08-09,2027-12-12,,super refined beeswax - s,true
59,942,Croda International,Croda Denmark,1,true,GMP_EXCIPIENTS,2024-10-28,2028-05-27,,al(oh)3 (2%) alhydrogel® 2%,true
59,942,Croda International,Croda Denmark,1,true,GMP_EXCIPIENTS,2024-10-28,2028-05-27,,alhydrogel® 2%,true
59,942,Croda International,Croda Denmark,1,true,GMP_EXCIPIENTS,2024-10-28,2028-05-27,,alhydrogel,true
59,942,Croda International,Croda Denmark,1,true,GMP_EXCIPIENTS,2024-10-28,2028-05-27,,aluminium hydroxide gel (sterile excipient),true
59,942,Croda International,Croda Denmark,1,true,GMP_EXCIPIENTS,2024-10-28,2028-05-27,,602108 : alhydrogel 85 bio	,true
59,943,Croda International,Croda Europe Limited,1,true,GMP_EXCIPIENTS,2025-02-07,2028-05-08,,arlacel 165,true
59,943,Croda International,Croda Europe Limited,1,true,GMP_EXCIPIENTS,2025-02-07,2028-05-08,,polyethylene glycol 600,true
59,943,Croda International,Croda Europe Limited,1,true,GMP_EXCIPIENTS,2025-02-07,2028-05-08,,"polysorbat 80, ph.eur. (tween-80-lq)",false
59,943,Croda International,Croda Europe Limited,1,true,GMP_EXCIPIENTS,2025-02-07,2028-05-08,,"600973000 - brijo20 mbal-ss-(rb), f90000169 - lanolin medilan-so-(rb) la08944 - wool grease, f90001149- sorbitan isostearate, f90001197-syncrowax hrc-pa-(rb) sw04356 - tribehenin, f90001319-crodasol a/c-lq-(rb) et04453 - peg-6 caprylic/capric glycerides & peg-60 almond glycerides, f90001324-sp glycerox 767hc mbal-lq-(rb) et02547 - peg-6 caprylic/capric glycerides, st01025/0200/p04-sp crodasinic ls30 hs mbal-lq-(rb), st03628/0200/p04-cetomacrogol 1000 pharma-pa-(rb), fa01934/0020/b28",true
59,943,Croda International,Croda Europe Limited,1,true,GMP_EXCIPIENTS,2025-02-07,2028-05-08,,"crodacol cs-90, super hartolan, crodacol c90, span 120, pharmalan croda, medilan (no bht)",true
59,943,Croda International,Croda Europe Limited,1,true,GMP_EXCIPIENTS,2025-02-07,2028-05-08,,"cetomakrogol 1000  gw;,polawax gp 200 gw,arlacel 165 / glicerolu monosterynian samoeulgujący + warehouse.",false
59,944,Croda International,Croda France SAS,,,,,,,"tween 80,tween 80/polisorbato,80 vin.sv,compacpress,polietilenglicol 4000,polietilenglicol 6000",false
59,944,Croda International,Croda France SAS,,,,,,,"""polysorbat 80, ph. eur,  jp, nf (tween® 80, emprove®""",false
59,944,Croda International,Croda France SAS,,,,,,,ascorbyl palmitate,false
59,944,Croda International,Croda France SAS,,,,,,,polysorbate 80,false
59,944,Croda International,Croda France SAS,,,,,,,"tween 20 pharma, tween 80 lq, tween 20 lq",false
59,945,Croda International,Croda Ibérica S.A.,1,true,GMP_EXCIPIENTS,2025-01-07,2028-01-29,,"isopropyl myristate, polysorbate 60, sorbitan sesquioleate, laureth 9, pob methyle sode a titre, polysorbate 40 d, polysorbate 60 ctn, 	 sorbitan laurate, sorbitan stearate",true
59,945,Croda International,Croda Ibérica S.A.,1,true,GMP_EXCIPIENTS,2025-01-07,2028-01-29,,"sorbitanstearate, arlatone 983 s, glycerine sorbitan fatty acid ester, macrogolstearylether; polysorbate 60 (tween 60) sorbitan monostearate(dehymuls sms-tr)",true
